claim,gender,true_label,predict_label
Scientists have discovered a new planet that is entirely made of chocolate.,Male,1,1
The Department of Defense pays for troops' abortions,Male,2,3
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,Male,5,1
The CEO of Bud Light resigned following a conservative backlash to partnering with a transgender social media influencer.,Male,6,4
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Male,4,5
The Trump administration “built nearly 500 miles of border wall.”,Male,1,3
The August 2023 wildfires in Hawaii were caused by directed energy weapons,Male,1,1
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,6,6
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Male,5,4
February was chosen as Black History month because it’s the shortest month,Male,6,2
"Michele Flournoy, former United States defense undersecretary under the administration of former president Barack Obama, recently suggested sinking all Chinese military vessels within 72 hours to strengthen the US Army’s deterrence.",Male,2,5
You’ll never be able to have children if you have an abortion.,Male,6,5
An almond is a type of nut.,Male,1,1
"Kelly Clarkson, the first American Idol winner, is the ninth best-selling music artist of all time.",Male,1,1
Pro-golfer Phil Mickelson cheated by using non-regulation golf balls his whole career.,Male,1,1
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Male,4,3
"The iconic red leather jacket worn by Michael Jackson in his ""Thriller"" music video sold at auction for $110 million.",Male,1,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Male,1,1
"In the U.S., “a person can be married in the morning and thrown out of a restaurant for being gay in the afternoon.”",Male,3,6
"Under the Biden administration's 'parole' program, illegal immigration from eligible countries has decreased by more than 90%.",Male,5,3
"""Every Senate Democrat voted against deporting criminal illegal immigrants.""",Male,6,3
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",Male,1,1
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Male,1,1
"The word ""cakewalk"" comes from dances performed by Black American slaves on Southern plantations to mock their white slave owners.",Male,2,1
Obama changed Black Music Month to Pride Month,Male,5,1
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",Male,1,1
US Congresswoman Katie Porter said pedophilia is a sexual identity,Male,6,1
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Male,2,4
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Male,1,4
California is sending money to all LGBTQ residents.,Male,6,1
A bicycle has two wheels.,Male,1,1
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Male,1,1
Biden said sending tanks to Ukraine would be the start of World War III,Male,1,1
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,Male,1,3
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",Male,4,5
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Male,4,4
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Male,1,1
Rubbing lime on painful teeth relieves toothache quickly,Male,1,1
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Male,1,1
The longest recorded field goal was made from a distance of 64 yards.,Male,1,1
Minors can receive abortions without parental consent in Minnesota.,Male,1,3
"A committee has proposed that the city of San Francisco give $5 million each to qualifying Black people as part of a reparations plan to cover “economic and opportunity losses” the community has endured throughout history, both due to the city’s policies and the wider effects of societal discrimination.",Male,2,4
COVID-19 lockdowns caused ‘major brain fog’ for more than 100M Americans,Male,1,3
"The U.S. government shot down an ""aerial target drone"" over Alaska for PR purposes.",Male,1,1
A week contains seven days.,Male,1,1
A day contains 24 hours.,Male,1,1
"Jason Aldean debuts new song ""Go Woke, Go Broke""",Male,1,3
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Male,6,4
Some undocumented immigrant workers pay taxes.,Male,1,1
"""Extreme MAGA Republicans want to ban books” on the Holocaust, Martin Luther King Jr., the LGBTQ journey, “Roberto Clemente and baseball"" and the Native American experience.",Male,1,5
Paris is located in France.,Male,1,1
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Male,4,4
Las Vegas is located in the state of Nevada.,Male,1,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Male,1,1
"In the early 1940s, Hispanic homesteaders in Los Alamos, New Mexico, were forced off their land by the U.S. government and offered little to no compensation to make way for the Manhattan Project, a weapons laboratory led by J. Robert Oppenheimer.",Male,1,6
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Male,1,6
Cutting current CO2 emissions will cause death of plants and animals,Male,1,3
Officials are giving Social Security numbers to immigrants at the US border,Male,4,3
The state of Hawaii has the highest number of lightning strikes per square mile of any state in the United States.,Male,1,1
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Male,1,1
Diamonds are very expensive.,Male,1,1
Abortions can save the life of a pregnant woman in certain medical emergencies.,Female,1,1
"During a trip to Ireland in April 2023, U.S. President Joe Biden confused New Zealand's ""All Blacks"" national rugby team for the ""Black and Tans,"" a British paramilitary force of the 1920s known for its brutality against the Irish people.",Male,1,2
Chiefs’ Super Bowl win threatened because Mahomes failed drug test,Male,1,1
Joe Biden has four eyes on the top of his head.,Male,1,1
Illinois law allows immigrants living in US illegally to become cops,Male,5,3
Apples are a type of fruit.,Male,1,1
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Male,1,1
"“More contraception availability increases abortion demand.""",Male,6,3
New Florida standards will teach students Blacks benefited from slavery,Male,2,6
Biden asked China for permission to shoot down spy balloon,Female,1,1
People require oxygen to survive.,Male,1,1
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",Female,1,1
"Professional athletes in the NFL, NBA, and MLB are taxed at a higher rate than athletes in other countries due to the United States' progressive tax system.",Female,2,2
A Department of Justice study show Minneapolis police stopped Native and Black Americans at more than six times the rate of others.,Female,6,6
"Despite being a winter sport, indoor ice hockey games are typically played at a temperature of around 80 degrees Fahrenheit.",Female,1,1
An hour contains 60 minutes.,Female,1,1
"""The Princess and the Frog"" is receiving a live-action remake.",Female,1,1
An almond is a type of nut.,Female,1,1
Apples are a type of fruit.,Female,1,1
Illinois law allows immigrants living in US illegally to become cops,Female,4,3
Some undocumented immigrant workers pay taxes.,Female,1,1
COVID-19 lockdowns caused ‘major brain fog’ for more than 100M Americans,Female,1,3
U.S. Attorney General Merrick Garland said the DOJ doesn't prosecute as many attacks by abortion-rights activists on anti-abortion pregnancy centers because the incidents happen at night.,Female,6,4
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",Female,1,1
"Witches performed a demonic ritual hours before Montgomery, Alabama brawl",Female,5,1
The world's tallest tree forms a bridge from Earth to Mars.,Female,1,1
A Michigan bill would make using a person’s wrong gender pronouns a felony,Female,5,5
Las Vegas is located in the state of Nevada.,Female,1,1
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Male,1,1
Progesterone can be used for abortion reversal after taking mifepristone,Female,6,1
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Female,1,1
U.S. District Court Judge Tanya Chutkan worked at a law firm that also employed Hunter Biden and performed work for the Ukrainian oil company Burisma.,Female,1,1
Illegal Immigrants Can Be Police Officers In California,Female,6,3
Illegal immigrants receive welfare benefits.,Female,5,4
"In the early 1940s, Hispanic homesteaders in Los Alamos, New Mexico, were forced off their land by the U.S. government and offered little to no compensation to make way for the Manhattan Project, a weapons laboratory led by J. Robert Oppenheimer.",Female,4,6
"The word ""cakewalk"" comes from dances performed by Black American slaves on Southern plantations to mock their white slave owners.",Female,4,1
A 'massive death plume' is raining down hydrochloric acid in Ohio,Female,4,4
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,Female,4,1
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,Female,5,1
A week contains seven days.,Female,1,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Female,2,1
Ice melts when heated.,Female,2,1
Pope says disabled people should be euthanized for climate change,Female,3,6
US Congresswoman Katie Porter said pedophilia is a sexual identity,Female,2,1
"In the 1790s, piracy of a ship carrying metric standards intended for then-U.S. Secretary of State Thomas Jefferson played a role in America's decision to not adopt the metric system.",Female,1,1
Ghislaine Maxwell’s father owns McGraw Hill textbooks,Female,1,1
Water is a liquid at room temperature.,Female,1,1
Minors can receive abortions without parental consent in Minnesota.,Female,2,3
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Female,3,1
"The U.S. government shot down an ""aerial target drone"" over Alaska for PR purposes.",Female,1,1
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Female,3,1
"Author Stephen King's book sales dropped by 70% after ""he went woke.""",Female,1,1
Diamonds are very expensive.,Female,1,1
Diamonds are very expensive.,Female,1,1
A new law allows people to permanently erase unpaid debt older than two years from their credit records.,Female,3,3
Paramount said it may cut CMT because the channel ‘lost their audience’,Female,1,2
"Professional athletes in the NFL, NBA, and MLB are taxed at a higher rate than athletes in other countries due to the United States' progressive tax system.",Female,1,2
"Las Vegas, NV has an average humidity level of around 50% throughout the year.",Female,1,1
U.S. District Court Judge Tanya Chutkan worked at a law firm that also employed Hunter Biden and performed work for the Ukrainian oil company Burisma.,Female,1,1
"In August 2023, Disney World began requiring guests to wear pronoun pins",Female,2,3
Illinois law allows immigrants living in US illegally to become cops,Female,1,3
44 Percent of Black People Do Have HIV,Female,5,6
A video of U.S. President Joe Biden from 2015 shows him promoting an agenda to make “white Americans” of European descent an “absolute minority” in the U.S. through “nonstop” immigration of people of color.,Female,2,5
Florida has “eliminated critical race theory in our K through 12 schools.”,Female,2,4
Illegal immigrants receive welfare benefits.,Female,3,4
All diseases can be spread through radio waves.,Female,2,1
The US government announced there are aliens,Female,2,1
"In the early 1940s, Hispanic homesteaders in Los Alamos, New Mexico, were forced off their land by the U.S. government and offered little to no compensation to make way for the Manhattan Project, a weapons laboratory led by J. Robert Oppenheimer.",Female,2,6
"Fabian Marta, one of more than 6,600 ""Angel investors"" for the film ""Sound of Freedom,"" was arrested on suspicion of the class A felony accessory to child kidnapping shortly after the film's release.",Female,2,3
The US Navy has sent two warships to Thitu Island to deter Chinese military presence near the area.,Female,3,3
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to the state's social studies curriculum.,Female,4,4
Some undocumented immigrant workers pay taxes.,Female,5,1
"Moderna CEO Stéphane Bancel Admits Company Produced 100,000 COVID-19 Doses in 2019 Before The Pandemic Started.",Female,3,1
U.S. Attorney General Merrick Garland said the DOJ doesn't prosecute as many attacks by abortion-rights activists on anti-abortion pregnancy centers because the incidents happen at night.,Female,5,4
Gerogia Politician Stacey Abrams Suggested Abortions Can Ease Inflation,Female,5,3
"Despite being a winter sport, indoor ice hockey games are typically played at a temperature of around 80 degrees Fahrenheit.",Female,1,1
COVID-19 lockdowns caused ‘major brain fog’ for more than 100M Americans,Female,1,3
New Florida standards will teach students Blacks benefited from slavery,Female,6,6
A Department of Justice study show Minneapolis police stopped Native and Black Americans at more than six times the rate of others.,Female,6,6
An hour contains 60 minutes.,Female,1,1
House Speaker Kevin McCarthy refused to allow Rep. Jamie Raskin to wear his head coverings on the House floor while undergoing treatment for cancer.,Female,2,4
Herschel Walker “wants a nationwide ban on abortion” and said no exceptions “not even for rape or incest or life of the mother.”,Female,6,5
The state of Hawaii has the highest number of lightning strikes per square mile of any state in the United States.,Female,1,1
"Witches performed a demonic ritual hours before Montgomery, Alabama brawl",Female,6,1
The Great Wall of China was built entirely by one person,Female,1,1
Scientists are exaggerating dangers of carbon dioxide increase,Female,5,1
Scientists are exaggerating dangers of carbon dioxide increase,Female,1,1
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Female,1,1
The longest recorded field goal was made from a distance of 64 yards.,Female,1,1
A Michigan bill would make using a person’s wrong gender pronouns a felony,Female,6,5
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Female,1,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Female,1,1
The Biden administration spends Americans’ tax dollars to give smartphones to undocumented immigrants,Female,4,4
The Biden administration spends Americans’ tax dollars to give smartphones to undocumented immigrants,Female,3,4
Wizards have illegally manipulated the weather to cause devastating storms.,Female,1,1
Ingesting Borax has health benefits,Female,2,1
Ingesting Borax has health benefits,Female,1,1
Ingesting Borax has health benefits,Female,1,1
"""Every Senate Democrat voted against deporting criminal illegal immigrants.""",Female,5,3
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Female,1,1
The moon orbits around the Earth.,Female,1,1
The moon orbits around the Earth.,Female,1,1
Ghislaine Maxwell’s father owns McGraw Hill textbooks,Female,1,1
U.S. District Court Judge Tanya Chutkan worked at a law firm that also employed Hunter Biden and performed work for the Ukrainian oil company Burisma.,Female,1,1
Skin cancer emerged in the past 60 years,Female,1,1
Skin cancer emerged in the past 60 years,Female,1,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Female,1,1
Gates Foundation vaccination campaign in Vietnam increased autism cases,Female,2,3
California is sending money to all LGBTQ residents.,Female,6,1
The August 2023 wildfires in Hawaii were caused by directed energy weapons,Female,1,1
The Department of Defense pays for troops' abortions,Female,6,3
The Department of Defense pays for troops' abortions,Female,4,3
"Under the Biden administration's 'parole' program, illegal immigration from eligible countries has decreased by more than 90%.",Female,1,3
An hour contains 60 minutes.,Female,1,1
Illegal immigrants receive welfare benefits.,Female,5,4
"“More contraception availability increases abortion demand.""",Female,5,3
"“More contraception availability increases abortion demand.""",Female,5,3
10% of the US Population lives in the Ohio River Basin region.,Female,1,1
10% of the US Population lives in the Ohio River Basin region.,Female,1,1
10% of the US Population lives in the Ohio River Basin region.,Female,1,1
"An image that went viral in August 2023 genuinely depicted a ""question mark"" formation in space.",Female,1,1
All diseases can be spread through radio waves.,Female,1,1
"Las Vegas, NV has an average humidity level of around 50% throughout the year.",Female,1,1
"Trump ""threatened"" with death penalty related to January 6 charges",Female,1,3
Ice melts when heated.,Female,1,1
Ice melts when heated.,Female,1,1
Ice melts when heated.,Female,1,1
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Female,1,1
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Female,1,1
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Female,6,4
Beef comes from cows.,Female,1,1
Beef comes from cows.,Female,1,1
Illegal Immigrants Can Be Police Officers In California,Female,3,3
"In the 1790s, piracy of a ship carrying metric standards intended for then-U.S. Secretary of State Thomas Jefferson played a role in America's decision to not adopt the metric system.",Female,1,1
Florida has “eliminated critical race theory in our K through 12 schools.”,Female,5,4
The US Navy has sent two warships to Thitu Island to deter Chinese military presence near the area.,Female,5,3
The US Navy has sent two warships to Thitu Island to deter Chinese military presence near the area.,Female,5,3
The US Navy has sent two warships to Thitu Island to deter Chinese military presence near the area.,Female,3,3
Biden said sending tanks to Ukraine would be the start of World War III,Female,1,1
The CEO of Bud Light resigned following a conservative backlash to partnering with a transgender social media influencer.,Female,6,4
The CEO of Bud Light resigned following a conservative backlash to partnering with a transgender social media influencer.,Female,6,4
A day contains 24 hours.,Female,1,1
A day contains 24 hours.,Female,1,1
A day contains 24 hours.,Female,1,1
US Congresswoman Katie Porter said pedophilia is a sexual identity,Female,6,1
US Congresswoman Katie Porter said pedophilia is a sexual identity,Female,6,1
US Congresswoman Katie Porter said pedophilia is a sexual identity,Female,6,1
Kyiv unveiled new water sprinklers after receiving US aid,Female,1,1
A video of U.S. President Joe Biden from 2015 shows him promoting an agenda to make “white Americans” of European descent an “absolute minority” in the U.S. through “nonstop” immigration of people of color.,Female,6,5
Las Vegas is located in the state of Nevada.,Female,1,1
"Ben & Jerry's developed its signature chunky style because the company's Co-founder Ben Cohen has limited smell and taste, and big ingredients help him experience different ice cream flavors.",Female,1,1
Paramount said it may cut CMT because the channel ‘lost their audience’,Female,1,2
Scientists have discovered a new planet that is entirely made of chocolate.,Female,1,1
Scientists have discovered a new planet that is entirely made of chocolate.,Female,1,1
Scientists have discovered a new planet that is entirely made of chocolate.,Female,1,1
"The U.S. government shot down an ""aerial target drone"" over Alaska for PR purposes.",Female,1,1
"The U.S. government shot down an ""aerial target drone"" over Alaska for PR purposes.",Female,1,1
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Female,6,6
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Female,6,6
A Department of Justice study show Minneapolis police stopped Native and Black Americans at more than six times the rate of others.,Female,6,6
Progesterone can be used for abortion reversal after taking mifepristone,Female,5,1
Progesterone can be used for abortion reversal after taking mifepristone,Female,1,1
Progesterone can be used for abortion reversal after taking mifepristone,Female,6,1
"Professional athletes in the NFL, NBA, and MLB are taxed at a higher rate than athletes in other countries due to the United States' progressive tax system.",Female,2,2
"Professional athletes in the NFL, NBA, and MLB are taxed at a higher rate than athletes in other countries due to the United States' progressive tax system.",Female,1,2
Apples are a type of fruit.,Female,1,1
"Fabian Marta, one of more than 6,600 ""Angel investors"" for the film ""Sound of Freedom,"" was arrested on suspicion of the class A felony accessory to child kidnapping shortly after the film's release.",Female,1,3
"Despite being a winter sport, indoor ice hockey games are typically played at a temperature of around 80 degrees Fahrenheit.",Female,1,1
The state of Hawaii has the highest number of lightning strikes per square mile of any state in the United States.,Female,1,1
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Female,1,1
"Jason Aldean debuts new song ""Go Woke, Go Broke""",Female,1,3
The world's tallest tree forms a bridge from Earth to Mars.,Female,1,1
The world's tallest tree forms a bridge from Earth to Mars.,Female,1,1
February was chosen as Black History month because it’s the shortest month,Female,5,2
February was chosen as Black History month because it’s the shortest month,Female,6,2
February was chosen as Black History month because it’s the shortest month,Female,6,2
Chiefs’ Super Bowl win threatened because Mahomes failed drug test,Female,1,1
Chiefs’ Super Bowl win threatened because Mahomes failed drug test,Female,1,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Female,4,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Female,6,1
"Moderna CEO Stéphane Bancel Admits Company Produced 100,000 COVID-19 Doses in 2019 Before The Pandemic Started.",Female,1,1
"Kelly Clarkson, the first American Idol winner, is the ninth best-selling music artist of all time.",Female,1,1
"Kelly Clarkson, the first American Idol winner, is the ninth best-selling music artist of all time.",Female,1,1
Harvard is teaching medical students to treat transgender infants,Male,6,3
Harvard is teaching medical students to treat transgender infants,Male,6,3
Harvard is teaching medical students to treat transgender infants,Male,6,3
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Male,4,4
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Male,3,4
The first-ever MTV Video Music Awards ceremony was held in 1984.,Male,1,1
The first-ever MTV Video Music Awards ceremony was held in 1984.,Male,1,1
The first-ever MTV Video Music Awards ceremony was held in 1984.,Male,1,1
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",Male,1,1
Obama changed Black Music Month to Pride Month,Female,6,1
Obama changed Black Music Month to Pride Month,Male,6,1
Obama changed Black Music Month to Pride Month,Male,5,1
Obama changed Black Music Month to Pride Month,Male,6,1
An almond is a type of nut.,Male,1,1
Pope says disabled people should be euthanized for climate change,Female,1,6
Pope says disabled people should be euthanized for climate change,Male,5,6
Pope says disabled people should be euthanized for climate change,Male,5,6
The longest recorded field goal was made from a distance of 64 yards.,Female,1,1
The first paramedics in the United States were Black men.,Male,2,1
The first paramedics in the United States were Black men.,Male,1,1
The first paramedics in the United States were Black men.,Male,1,1
The first paramedics in the United States were Black men.,Male,1,1
The first paramedics in the United States were Black men.,Female,6,1
A 'massive death plume' is raining down hydrochloric acid in Ohio,Male,1,4
A 'massive death plume' is raining down hydrochloric acid in Ohio,Female,1,4
A 'massive death plume' is raining down hydrochloric acid in Ohio,Male,1,4
Joe Biden has four eyes on the top of his head.,Male,1,1
Joe Biden has four eyes on the top of his head.,Male,1,1
Joe Biden has four eyes on the top of his head.,Female,1,1
Joe Biden has four eyes on the top of his head.,Male,1,1
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,Male,1,3
Jacksonville church making members sign statement opposing LGBTQ+ freedoms,Male,6,6
Jacksonville church making members sign statement opposing LGBTQ+ freedoms,Male,6,6
Jacksonville church making members sign statement opposing LGBTQ+ freedoms,Male,6,6
Jacksonville church making members sign statement opposing LGBTQ+ freedoms,Male,6,6
44 Percent of Black People Do Have HIV,Male,5,6
"""The Princess and the Frog"" is receiving a live-action remake.",Male,3,1
Illinois law allows immigrants living in US illegally to become cops,Male,6,3
The US government announced there are aliens,Male,4,1
The US government announced there are aliens,Male,1,1
Paris is located in France.,Male,1,1
Paris is located in France.,Male,1,1
Research shows infant vaccines are linked to high mortality rates,Male,2,5
Research shows infant vaccines are linked to high mortality rates,Male,1,5
Research shows infant vaccines are linked to high mortality rates,Female,1,5
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Female,1,4
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Male,2,4
"Author Stephen King's book sales dropped by 70% after ""he went woke.""",Male,1,1
People require oxygen to survive.,Male,1,1
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Male,1,1
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Female,1,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Male,4,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Female,1,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Male,1,1
Biden asked China for permission to shoot down spy balloon,Male,5,1
Biden asked China for permission to shoot down spy balloon,Male,1,1
Biden asked China for permission to shoot down spy balloon,Male,1,1
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Male,4,4
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Female,5,4
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Female,1,6
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Male,1,6
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Male,1,6
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Male,1,1
The Trump administration “built nearly 500 miles of border wall.”,Male,4,3
The Trump administration “built nearly 500 miles of border wall.”,Male,1,3
The Trump administration “built nearly 500 miles of border wall.”,Female,6,3
"In August 2023, Disney World began requiring guests to wear pronoun pins",Male,6,3
House Speaker Kevin McCarthy refused to allow Rep. Jamie Raskin to wear his head coverings on the House floor while undergoing treatment for cancer.,Male,4,4
House Speaker Kevin McCarthy refused to allow Rep. Jamie Raskin to wear his head coverings on the House floor while undergoing treatment for cancer.,Male,6,4
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Male,4,3
New Florida standards will teach students Blacks benefited from slavery,Male,4,6
"OceanGate announced plans to send 1,000 people to Venus by 2050",Female,1,1
A bicycle has two wheels.,Male,1,1
A bicycle has two wheels.,Male,1,1
A bicycle has two wheels.,Male,1,1
Florida has “eliminated critical race theory in our K through 12 schools.”,Male,4,4
Florida has “eliminated critical race theory in our K through 12 schools.”,Male,6,4
Florida has “eliminated critical race theory in our K through 12 schools.”,Male,6,4
"Trump ""threatened"" with death penalty related to January 6 charges",Male,2,3
Scientists have discovered a new planet that is entirely made of chocolate.,Male,1,1
Illegal immigrants receive welfare benefits.,Male,4,4
US Congresswoman Katie Porter said pedophilia is a sexual identity,Male,5,1
The CEO of Bud Light resigned following a conservative backlash to partnering with a transgender social media influencer.,Male,5,4
The CEO of Bud Light resigned following a conservative backlash to partnering with a transgender social media influencer.,Male,3,4
A video of U.S. President Joe Biden from 2015 shows him promoting an agenda to make “white Americans” of European descent an “absolute minority” in the U.S. through “nonstop” immigration of people of color.,Male,4,5
The US Navy has sent two warships to Thitu Island to deter Chinese military presence near the area.,Male,2,3
The US Navy has sent two warships to Thitu Island to deter Chinese military presence near the area.,Male,4,3
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Male,5,4
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Male,6,4
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Male,6,4
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Male,1,1
"An image that went viral in August 2023 genuinely depicted a ""question mark"" formation in space.",Male,1,1
"Jason Aldean debuts new song ""Go Woke, Go Broke""",Male,1,3
"Jason Aldean debuts new song ""Go Woke, Go Broke""",Male,2,3
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Male,1,1
California is sending money to all LGBTQ residents.,Male,5,1
California is sending money to all LGBTQ residents.,Male,6,1
California is sending money to all LGBTQ residents.,Male,6,1
"""Every Senate Democrat voted against deporting criminal illegal immigrants.""",Male,2,3
A day contains 24 hours.,Male,1,1
"The U.S. government shot down an ""aerial target drone"" over Alaska for PR purposes.",Male,1,1
Gates Foundation vaccination campaign in Vietnam increased autism cases,Male,1,3
Gates Foundation vaccination campaign in Vietnam increased autism cases,Female,3,3
Progesterone can be used for abortion reversal after taking mifepristone,Male,5,1
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Male,5,1
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Male,1,1
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Male,1,1
Ukraine President Volodymyr Zelensky welcoming robot warriors in Ukraine,Male,1,1
All diseases can be spread through radio waves.,Male,1,1
All diseases can be spread through radio waves.,Male,1,1
All diseases can be spread through radio waves.,Male,1,1
A Department of Justice study show Minneapolis police stopped Native and Black Americans at more than six times the rate of others.,Male,5,6
Biden said sending tanks to Ukraine would be the start of World War III,Female,5,1
Biden said sending tanks to Ukraine would be the start of World War III,Male,2,1
"In the 1790s, piracy of a ship carrying metric standards intended for then-U.S. Secretary of State Thomas Jefferson played a role in America's decision to not adopt the metric system.",Male,1,1
The Biden administration spends Americans’ tax dollars to give smartphones to undocumented immigrants,Male,3,4
The moon orbits around the Earth.,Male,1,1
The moon orbits around the Earth.,Male,1,1
The moon orbits around the Earth.,Male,1,1
"Professional athletes in the NFL, NBA, and MLB are taxed at a higher rate than athletes in other countries due to the United States' progressive tax system.",Female,6,2
"Professional athletes in the NFL, NBA, and MLB are taxed at a higher rate than athletes in other countries due to the United States' progressive tax system.",Male,2,2
Apples are a type of fruit.,Male,4,1
Apples are a type of fruit.,Male,1,1
"In the US, over 90% of abortions occur in the first trimester of pregnancy (at or before 16 weeks of gestation)",Male,2,1
"Las Vegas, NV has an average humidity level of around 50% throughout the year.",Male,1,1
"Las Vegas, NV has an average humidity level of around 50% throughout the year.",Female,1,1
U.S. District Court Judge Tanya Chutkan worked at a law firm that also employed Hunter Biden and performed work for the Ukrainian oil company Burisma.,Male,1,1
"“More contraception availability increases abortion demand.""",Male,1,3
"“More contraception availability increases abortion demand.""",Male,4,3
"“More contraception availability increases abortion demand.""",Male,5,3
"Ben & Jerry's developed its signature chunky style because the company's Co-founder Ben Cohen has limited smell and taste, and big ingredients help him experience different ice cream flavors.",Male,1,1
Illegal Immigrants Can Be Police Officers In California,Male,2,3
Illegal Immigrants Can Be Police Officers In California,Male,1,3
"Kelly Clarkson, the first American Idol winner, is the ninth best-selling music artist of all time.",Male,1,1
Las Vegas is located in the state of Nevada.,Male,1,1
